Company,cleaned_question
Infosys,If your application experiences a memory leak in production what steps will you take to identify and address the issue
Infosys,How do you locate a disappearing element
Infosys,How do you identify user exits
Infosys,What are Smart Forms
ICICI Bank,What is the import and export procedure
ICICI Bank,Can you describe a scenario in which you would sell a current account to corporate clients
ICICI Bank,Transfer problem
ICICI Bank,Tell me about your experience with ICICI
ICICI Bank,Tell me about your experience in data entry
ICICI Bank,Tell me about your experience at ICICI Bank
ICICI Bank,Why are there no established rules regarding the proper timing for worklife balance
ICICI Bank,Why did you choose to work at a bank
ICICI Bank,How do you define sales and marketing
ICICI Bank,What are the differences between a saving deposit and a recurring deposit
ICICI Bank,What are the differences between a personal savings account and a current account
ICICI Bank,How do you approach solving customer problems
ICICI Bank,How would you approach selling a pen
ICICI Bank,What methods can be used to sell a bank account
ICICI Bank,What projects have you worked on
ICICI Bank,What is your current location
ICICI Bank,What is your job
ICICI Bank,What is your opinion about ICICI Bank
ICICI Bank,What is the size of the portfolio you are currently managing
ICICI Bank,Why should we choose your company
ICICI Bank,How will you manage customer behavior
ICICI Bank,How will you market banking products
ICICI Bank,What efforts will you make in collections
ICICI Bank,What is bucket balancing
ICICI Bank,How can sales be improved
ICICI Bank,How do you manage sales targets
ICICI Bank,How do you sell a product
ICICI Bank,What are all the daily activities you perform in your current organization
ICICI Bank,Which type of promotion
ICICI Bank,Which location are you targeting
ICICI Bank,Tell me about your qualifications
ICICI Bank,Tell me about the company profile
ICICI Bank,What do you know about customer care
ICICI Bank,Tell me about yourself and your background
ICICI Bank,What services does ICICI bank provide
ICICI Bank,What is your background
ICICI Bank,What do you know about mutual funds
ICICI Bank,What is the difference between the Reserve Bank of India RBI and the Securities and Exchange Board of India SEBI
ICICI Bank,What are the purposes of customer handling and lead generation
ICICI Bank,How would you solve customer service problems
ICICI Bank,Explain your experience with prepaid cards operations
ICICI Bank,What is the percentage of 27 out of 67
ICICI Bank,What is the percentage of 27 out of a total of 67
ICICI Bank,What do you know about ICICI Bank
ICICI Bank,What do you understand by the term Relationship Manager
ICICI Bank,What are Scrum and Agile
ICICI Bank,Describe a scenario where you had to adapt your project approach How did you handle it
ICICI Bank,Explain polymorphism and provide an example
ICICI Bank,What are the effective strategies to manage customer relationships
ICICI Bank,How do you handle a team effectively
ICICI Bank,Why did you leave your previous company
ICICI Bank,What are your views about ICICIBANK
ICICI Bank,Do you have knowledge of sales
ICICI Bank,What are the 4 Ps of marketing
ICICI Bank,What is banking
ICICI Bank,Do you have any location constraints
ICICI Bank,What is Swift 103
ICICI Bank,What are the stages of AML
ICICI Bank,What are the different financial statements
ICICI Bank,What is an offer letter
ICICI Bank,What is the job location
ICICI Bank,How is your bank management in accounting
ICICI Bank,Why are all management bank accounts savings accounts
ICICI Bank,How is your technical accounting knowledge
ICICI Bank,What is the full form of any computerrelated acronym you know
ICICI Bank,What is rmg
ICICI Bank,What is phone banking
ICICI Bank,What is the difference between a current account and a savings account
ICICI Bank,What is the repo rate
ICICI Bank,How much business can you generate
ICICI Bank,You may be assigned any task as per the banks requirements Is that acceptable to you
ICICI Bank,As a manager how would you handle this situation
ICICI Bank,Why are you leaving your current company
ICICI Bank,What salary are you expecting
ICICI Bank,What are your positive and negative traits
ICICI Bank,How would you approach a client for a new product launch
ICICI Bank,What is your approach towards ICICI Bank
ICICI Bank,What are the components of Financial Statements FS
ICICI Bank,How do you manage your customers
ICICI Bank,What are leverage ratios and how do you analyze them
ICICI Bank,What are repo rates and reverse repo rates
ICICI Bank,What is a friendly class
ICICI Bank,What is inheritance
ICICI Bank,What is Human Resources
ICICI Bank,Why are banks important for the country
ICICI Bank,Tell me something about the bank
ICICI Bank,How many types of credit cards are there
ICICI Bank,What is credit
ICICI Bank,Why did you choose a banking role
ICICI Bank,What are the golden rules of accounting
ICICI Bank,What is customer handling
ICICI Bank,What is the current account
ICICI Bank,What is a savings account
ICICI Bank,Explain different banking products
ICICI Bank,How do you communicate with customers
ICICI Bank,Why do people buy things
ICICI Bank,How do you manage accounts for account holders
ICICI Bank,Why do you want to join ICICI Securities
ICICI Bank,What is a topic you can write about in English
ICICI Bank,What is the mission of ICICI
Tech Mahindra,What questions did you encounter regarding the programming languages listed on your resume
Tech Mahindra,How do you pass data from children to parent in React
Tech Mahindra,How do you manage state in a React application
Tech Mahindra,What are hooks used for and why are they used in React
